customer_id,order_date,product_id,quantity,price,payment_method,shipping_address,website_source
1,2024-11-18,4,3,768.09,Credit Card,Address 55,Paid Ad
1,2025-01-08,4,1,792.83,PayPal,Address 39,Paid Ad
1,2025-01-11,4,2,710.44,PayPal,Address 12,Referral
1,2025-02-07,4,2,481.35,PayPal,Address 26,Paid Ad
1,2024-03-16,5,3,310.24,Apple Pay,Address 17,Paid Ad
1,2024-04-02,5,1,753.71,PayPal,Address 54,Paid Ad
1,2024-04-25,5,2,199.65,PayPal,Address 94,Organic
1,2024-05-08,5,1,826.78,Credit Card,Address 63,Paid Ad
1,2024-06-08,5,1,299.43,Credit Card,Address 2,Organic
1,2024-06-22,5,2,978.95,Credit Card,Address 69,Organic
1,2024-06-25,5,2,231.11,Apple Pay,Address 43,Organic
1,2024-06-30,5,2,506.12,Apple Pay,Address 6,Paid Ad
1,2024-07-06,5,2,128.37,PayPal,Address 86,Paid Ad
1,2024-07-12,5,2,177.37,Credit Card,Address 53,Referral
1,2024-08-22,5,3,603.58,Apple Pay,Address 63,Referral
1,2024-09-12,5,2,539.44,PayPal,Address 85,Paid Ad
1,2024-09-24,5,1,89.71,Credit Card,Address 21,Paid Ad
1,2024-11-15,5,2,470.07,Apple Pay,Address 63,Referral
1,2024-11-17,5,3,773.38,Credit Card,Address 46,Paid Ad
1,2024-11-18,5,1,310.51,Credit Card,Address 20,Referral
1,2025-01-15,5,1,204.01,Apple Pay,Address 80,Organic
1,2025-01-28,5,2,720.5,Apple Pay,Address 64,Referral
1,2025-02-05,5,1,952.35,Credit Card,Address 18,Referral
1,2025-02-07,5,2,101.55,Credit Card,Address 51,Paid Ad
1,2025-02-08,5,3,805.9,PayPal,Address 76,Referral
1,2024-02-28,6,2,962.69,Credit Card,Address 2,Referral
1,2024-03-03,6,1,683.47,Apple Pay,Address 22,Paid Ad
1,2024-03-05,6,1,58.87,Apple Pay,Address 55,Referral
1,2024-03-28,6,2,411.37,Apple Pay,Address 98,Organic
1,2024-04-05,6,2,178.65,Apple Pay,Address 33,Organic
1,2024-04-12,6,1,305.14,Credit Card,Address 70,Referral
1,2024-05-03,6,2,354.99,PayPal,Address 73,Paid Ad
1,2024-05-12,6,1,925.33,PayPal,Address 15,Referral
1,2024-06-22,6,3,108.58,Credit Card,Address 37,Referral
1,2024-08-08,6,3,53.2,PayPal,Address 3,Paid Ad
1,2024-08-16,6,3,389.08,Credit Card,Address 71,Paid Ad
1,2024-08-20,6,1,262.03,Apple Pay,Address 13,Organic
1,2024-08-23,6,3,323.06,Credit Card,Address 16,Referral
1,2024-09-16,6,2,687.54,Apple Pay,Address 61,Referral
1,2024-10-07,6,2,212.49,Apple Pay,Address 100,Referral
1,2024-11-13,6,3,676.09,Apple Pay,Address 73,Referral
1,2024-11-14,6,3,914.53,Credit Card,Address 28,Referral
1,2024-12-23,6,1,220.93,Credit Card,Address 100,Paid Ad
1,2024-12-29,6,2,153.1,Credit Card,Address 70,Paid Ad
1,2025-01-04,6,1,430.09,PayPal,Address 34,Organic
1,2025-01-26,6,3,587.76,PayPal,Address 58,Paid Ad
1,2025-02-08,6,1,686.98,PayPal,Address 57,Organic
1,2024-03-07,7,1,435.99,Credit Card,Address 69,Organic
1,2024-03-07,7,3,192.69,PayPal,Address 99,Paid Ad
1,2024-03-27,7,1,979.87,PayPal,Address 32,Paid Ad
1,2024-05-01,7,1,562.9,PayPal,Address 35,Paid Ad
1,2024-05-26,7,2,519.85,Credit Card,Address 30,Referral
1,2024-07-07,7,3,386.39,Credit Card,Address 11,Referral
1,2024-09-09,7,1,377.09,PayPal,Address 32,Organic
1,2024-09-14,7,2,231.54,PayPal,Address 63,Referral
1,2024-10-14,7,1,521.32,Apple Pay,Address 96,Organic
1,2024-11-15,7,3,420.81,Apple Pay,Address 23,Referral
1,2024-12-01,7,1,153.1,Credit Card,Address 93,Referral
1,2024-12-03,7,3,221,Apple Pay,Address 60,Referral
1,2024-12-05,7,2,859.8,PayPal,Address 32,Referral
1,2024-12-15,7,2,432.06,PayPal,Address 13,Referral
1,2025-01-02,7,2,78.2,PayPal,Address 88,Paid Ad
1,2025-01-04,7,2,127.27,Credit Card,Address 84,Paid Ad
1,2024-02-26,8,2,160.79,Credit Card,Address 94,Paid Ad
1,2024-03-11,8,3,665.14,PayPal,Address 99,Referral
1,2024-03-20,8,1,899.58,Apple Pay,Address 34,Referral
1,2024-04-07,8,3,338.52,Apple Pay,Address 30,Referral
1,2024-04-24,8,3,466.21,Apple Pay,Address 70,Organic
1,2024-05-06,8,2,834.75,Apple Pay,Address 77,Organic
1,2024-05-26,8,2,265.77,PayPal,Address 89,Paid Ad
1,2024-06-03,8,2,195.86,Credit Card,Address 64,Referral
1,2024-07-14,8,2,410.44,Credit Card,Address 53,Organic
1,2024-08-14,8,1,954.25,Credit Card,Address 23,Paid Ad
1,2024-09-07,8,1,954.19,PayPal,Address 10,Organic
1,2024-09-14,8,1,764.93,PayPal,Address 15,Organic
1,2024-10-03,8,2,489.56,PayPal,Address 51,Referral
1,2024-10-05,8,2,975.66,PayPal,Address 13,Referral
1,2024-10-28,8,2,687.24,PayPal,Address 23,Organic
1,2024-11-10,8,2,108.25,Apple Pay,Address 13,Referral
1,2024-12-06,8,2,708.74,Credit Card,Address 32,Paid Ad
1,2024-12-11,8,1,201.64,Apple Pay,Address 65,Paid Ad
1,2025-01-09,8,1,648.28,Credit Card,Address 91,Paid Ad
1,2025-01-30,8,1,629.12,Apple Pay,Address 7,Paid Ad
1,2025-02-08,8,3,130.05,Credit Card,Address 82,Referral
1,2024-03-05,9,1,243.36,Credit Card,Address 4,Paid Ad
1,2024-03-06,9,3,551.11,Credit Card,Address 79,Organic
1,2024-05-25,9,2,423.58,Credit Card,Address 87,Organic
1,2024-06-10,9,1,70.05,Credit Card,Address 78,Organic
1,2024-06-21,9,2,750.6,Credit Card,Address 56,Paid Ad
1,2024-08-02,9,2,271.13,Credit Card,Address 21,Organic
1,2024-08-07,9,3,199.58,Apple Pay,Address 36,Paid Ad
1,2024-09-08,9,1,62.32,Apple Pay,Address 27,Paid Ad
1,2024-10-05,9,1,672.46,PayPal,Address 26,Organic
1,2024-11-03,9,2,64.63,Apple Pay,Address 2,Organic
1,2024-12-17,9,2,415.48,PayPal,Address 15,Referral
1,2025-01-04,9,2,117.36,Apple Pay,Address 84,Organic
1,2025-01-13,9,3,871.78,Credit Card,Address 5,Organic
1,2025-01-21,9,2,56.92,PayPal,Address 89,Referral
1,2024-03-01,10,1,356.94,Apple Pay,Address 92,Paid Ad
1,2024-03-07,10,2,989.04,Credit Card,Address 86,Paid Ad
1,2024-04-15,10,1,81.9,Credit Card,Address 55,Paid Ad
1,2024-05-18,10,3,844.09,PayPal,Address 14,Paid Ad
1,2024-05-25,10,2,689.23,Apple Pay,Address 36,Referral
1,2024-07-04,10,3,658.47,Apple Pay,Address 17,Organic
1,2024-07-15,10,3,231.37,PayPal,Address 45,Referral
1,2024-07-16,10,2,609.47,PayPal,Address 54,Referral
1,2024-07-20,10,2,300.48,Apple Pay,Address 5,Referral
1,2024-07-23,10,3,407.55,PayPal,Address 51,Paid Ad
1,2024-08-23,10,2,243.83,PayPal,Address 27,Organic
1,2024-09-15,10,1,193.77,Credit Card,Address 24,Referral
1,2024-12-12,10,1,802.65,Apple Pay,Address 93,Organic
1,2025-01-04,10,2,662.13,Credit Card,Address 39,Referral
1,2025-01-08,10,2,927.82,Credit Card,Address 52,Referral
1,2025-01-15,10,1,227.78,Credit Card,Address 46,Referral
2,2024-03-07,1,3,907.05,Credit Card,Address 86,Organic
2,2024-03-16,1,1,772.02,Apple Pay,Address 99,Paid Ad
2,2024-03-18,1,2,286.92,Apple Pay,Address 94,Paid Ad
2,2024-04-06,1,3,146.88,PayPal,Address 49,Referral
2,2024-04-18,1,2,260.88,Credit Card,Address 72,Paid Ad
2,2024-05-06,1,3,58.16,PayPal,Address 94,Paid Ad
2,2024-05-08,1,2,797.61,Apple Pay,Address 88,Referral
2,2024-05-13,1,1,265.94,Apple Pay,Address 2,Organic
2,2024-05-28,1,2,482.21,PayPal,Address 39,Referral
2,2024-06-10,1,1,460.07,PayPal,Address 51,Paid Ad
2,2024-06-14,1,3,891.02,PayPal,Address 69,Paid Ad
2,2024-07-04,1,2,375.36,Apple Pay,Address 79,Organic
2,2024-07-16,1,1,143.4,Credit Card,Address 79,Referral
2,2024-07-25,1,2,258.66,Apple Pay,Address 44,Organic
2,2024-07-29,1,3,887.34,PayPal,Address 92,Referral
2,2024-08-16,1,3,170.02,Apple Pay,Address 85,Organic
2,2024-09-20,1,1,712.75,Credit Card,Address 46,Organic
2,2024-09-30,1,1,146.14,PayPal,Address 44,Organic
2,2024-10-11,1,3,772.52,PayPal,Address 48,Paid Ad
2,2024-10-27,1,3,721.46,Apple Pay,Address 76,Referral
2,2024-12-09,1,3,239.12,Apple Pay,Address 25,Referral
2,2025-01-23,1,3,115.15,PayPal,Address 7,Paid Ad
2,2024-03-21,2,2,755.88,Credit Card,Address 69,Referral
2,2024-03-31,2,1,514.04,Apple Pay,Address 25,Organic
2,2024-05-17,2,1,663.72,Apple Pay,Address 53,Paid Ad
2,2024-06-05,2,2,263.06,Apple Pay,Address 33,Organic
2,2024-06-18,2,3,310.49,PayPal,Address 94,Referral
2,2024-07-11,2,3,871.78,Credit Card,Address 70,Referral
2,2024-07-15,2,1,917.22,Apple Pay,Address 82,Referral
2,2024-08-09,2,3,340.13,Credit Card,Address 51,Referral
2,2024-09-09,2,2,224.05,Credit Card,Address 45,Paid Ad
2,2024-10-02,2,1,355.44,Credit Card,Address 63,Organic
2,2024-10-10,2,3,608.38,Credit Card,Address 79,Organic
2,2024-10-19,2,2,338.44,PayPal,Address 96,Paid Ad
2,2024-10-20,2,1,168.94,PayPal,Address 43,Organic
2,2024-11-07,2,2,964.62,Credit Card,Address 25,Organic
2,2024-12-10,2,3,84.86,Credit Card,Address 48,Organic
2,2024-12-13,2,3,135.4,PayPal,Address 77,Referral
2,2024-12-17,2,1,590.68,PayPal,Address 11,Organic
2,2025-02-13,2,1,646.91,Apple Pay,Address 3,Referral
2,2024-04-05,3,1,268.99,PayPal,Address 79,Organic
2,2024-05-11,3,1,751.47,PayPal,Address 94,Paid Ad
2,2024-06-19,3,2,375.72,Credit Card,Address 91,Paid Ad
2,2024-06-21,3,3,318.47,PayPal,Address 83,Paid Ad
2,2024-07-23,3,1,562.37,PayPal,Address 16,Referral
2,2024-08-15,3,3,327.63,PayPal,Address 5,Organic
2,2024-08-18,3,3,960.49,Apple Pay,Address 17,Paid Ad
2,2024-09-04,3,1,679.52,Credit Card,Address 63,Paid Ad
2,2024-09-18,3,1,360.98,PayPal,Address 97,Paid Ad
2,2024-10-20,3,2,138.5,Apple Pay,Address 99,Referral
2,2024-11-04,3,3,199.96,PayPal,Address 95,Referral
2,2024-11-18,3,3,227.04,Credit Card,Address 66,Referral
2,2024-11-27,3,1,352.28,PayPal,Address 84,Referral
2,2024-11-28,3,1,678,Credit Card,Address 16,Referral
2,2024-12-08,3,2,944.2,Credit Card,Address 38,Referral
2,2024-12-18,3,2,631.3,Credit Card,Address 45,Paid Ad
2,2024-12-18,3,3,188.97,Credit Card,Address 31,Organic
2,2025-01-15,3,2,240.11,Apple Pay,Address 4,Referral
2,2024-03-10,4,2,261.15,Credit Card,Address 63,Referral
2,2024-05-01,4,1,840.72,Credit Card,Address 62,Referral
2,2024-05-10,4,1,654.32,Credit Card,Address 77,Paid Ad
2,2024-06-15,4,3,77.46,Apple Pay,Address 89,Organic
2,2024-06-24,4,1,612.2,PayPal,Address 72,Organic
2,2024-06-27,4,2,479.26,PayPal,Address 23,Organic
2,2024-08-02,4,2,881.86,PayPal,Address 98,Referral
2,2024-08-19,4,2,874.86,Apple Pay,Address 40,Referral
2,2024-08-23,4,2,369.64,Credit Card,Address 40,Referral
2,2024-09-11,4,3,957.65,Credit Card,Address 80,Paid Ad
2,2024-10-01,4,3,207.43,Credit Card,Address 2,Referral
2,2024-10-11,4,1,338.72,Apple Pay,Address 11,Paid Ad
2,2024-10-28,4,1,941.12,Credit Card,Address 50,Referral
2,2024-11-23,4,2,65.57,Apple Pay,Address 2,Organic
2,2025-01-05,4,2,847.08,PayPal,Address 92,Referral
2,2025-01-31,4,1,686.73,Apple Pay,Address 71,Organic
2,2025-02-14,4,2,177.61,Apple Pay,Address 70,Referral
2,2024-03-06,5,1,68.69,Credit Card,Address 62,Organic
2,2024-05-01,5,1,760.58,Apple Pay,Address 14,Referral
2,2024-05-20,5,1,901.66,PayPal,Address 32,Organic
2,2024-05-28,5,1,99.18,PayPal,Address 66,Paid Ad
2,2024-06-24,5,1,151.7,Credit Card,Address 57,Organic
2,2024-08-13,5,2,331,Apple Pay,Address 81,Paid Ad
2,2024-08-27,5,3,364.9,Credit Card,Address 53,Paid Ad
2,2024-08-27,5,1,670.9,Apple Pay,Address 10,Paid Ad
2,2024-09-05,5,1,232.06,Credit Card,Address 11,Organic
2,2024-09-23,5,3,487.79,Apple Pay,Address 86,Referral
2,2024-11-19,5,1,593.56,PayPal,Address 69,Referral
2,2024-11-21,5,2,637.05,Credit Card,Address 27,Paid Ad
2,2024-12-13,5,3,382.6,Apple Pay,Address 67,Paid Ad
2,2024-12-17,5,3,98.31,Credit Card,Address 31,Paid Ad
2,2024-12-19,5,3,767.36,PayPal,Address 20,Organic
2,2024-12-26,5,2,474.82,PayPal,Address 51,Paid Ad
2,2025-01-08,5,2,71.4,PayPal,Address 43,Paid Ad
2,2025-02-13,5,1,809.72,PayPal,Address 94,Paid Ad
2,2024-03-03,6,3,394.41,Credit Card,Address 82,Organic
2,2024-03-13,6,2,548.63,Credit Card,Address 63,Organic
2,2024-03-14,6,2,353.06,PayPal,Address 20,Referral
2,2024-04-19,6,2,810.37,PayPal,Address 83,Paid Ad
2,2024-04-26,6,3,299.59,PayPal,Address 43,Paid Ad
2,2024-05-19,6,3,583.39,Apple Pay,Address 15,Paid Ad
2,2024-05-22,6,2,953.88,PayPal,Address 48,Referral
2,2024-06-30,6,1,259.17,Credit Card,Address 98,Organic
2,2024-07-15,6,2,421.06,Credit Card,Address 87,Referral
2,2024-07-19,6,1,70.96,Credit Card,Address 72,Organic
2,2024-08-18,6,1,486.11,PayPal,Address 89,Paid Ad
2,2024-09-06,6,2,730.54,Credit Card,Address 84,Paid Ad
2,2024-09-10,6,3,547.81,Credit Card,Address 12,Referral
2,2024-10-22,6,2,76.97,Credit Card,Address 74,Paid Ad
2,2024-11-02,6,2,66.81,Credit Card,Address 71,Paid Ad
2,2024-11-05,6,2,884.4,Apple Pay,Address 13,Organic
2,2024-11-21,6,2,864.91,PayPal,Address 88,Organic
2,2024-12-19,6,2,52.02,Credit Card,Address 19,Organic
2,2024-12-27,6,3,972.37,PayPal,Address 50,Referral
2,2024-12-28,6,1,690.26,Credit Card,Address 72,Referral
2,2025-01-19,6,3,563.33,Apple Pay,Address 69,Referral
2,2025-01-23,6,3,991.6,Credit Card,Address 17,Referral
2,2025-01-23,6,3,836.19,PayPal,Address 49,Referral
2,2024-02-24,7,3,815.07,Credit Card,Address 19,Paid Ad
2,2024-03-13,7,3,353.08,Credit Card,Address 18,Paid Ad
2,2024-03-13,7,2,316.61,PayPal,Address 20,Referral
2,2024-03-26,7,2,942.79,PayPal,Address 17,Paid Ad
2,2024-03-27,7,2,387.25,PayPal,Address 92,Organic
2,2024-04-17,7,3,211.42,PayPal,Address 49,Organic
2,2024-04-28,7,2,627.22,PayPal,Address 76,Paid Ad
2,2024-05-28,7,2,965.37,PayPal,Address 88,Referral
2,2024-07-04,7,3,217.6,PayPal,Address 80,Organic
2,2024-07-19,7,2,572.02,PayPal,Address 75,Organic
2,2024-08-09,7,2,447.5,Apple Pay,Address 2,Organic
2,2024-08-15,7,1,235.14,PayPal,Address 66,Organic
2,2024-08-28,7,2,836.2,Credit Card,Address 9,Organic
2,2024-10-15,7,2,204.69,Apple Pay,Address 13,Referral
2,2024-10-22,7,2,617.08,PayPal,Address 3,Organic
2,2024-11-24,7,3,547.72,PayPal,Address 39,Paid Ad
2,2024-12-22,7,2,846.32,PayPal,Address 79,Referral
2,2024-02-22,8,3,148.52,PayPal,Address 41,Paid Ad
2,2024-03-24,8,1,880.18,Apple Pay,Address 29,Organic
2,2024-04-04,8,3,267.28,Apple Pay,Address 28,Referral
2,2024-05-02,8,2,656.39,Apple Pay,Address 72,Paid Ad
2,2024-05-13,8,2,434.45,Credit Card,Address 23,Referral
2,2024-05-18,8,1,704.29,Credit Card,Address 96,Paid Ad
2,2024-05-29,8,3,233.51,PayPal,Address 30,Organic
2,2024-06-06,8,3,276.38,Credit Card,Address 59,Referral
2,2024-06-07,8,3,926.87,Credit Card,Address 55,Paid Ad
2,2024-06-17,8,2,859.69,PayPal,Address 42,Organic
2,2024-06-24,8,2,625.5,Apple Pay,Address 65,Organic
2,2024-07-11,8,2,596.41,PayPal,Address 91,Referral
2,2024-09-20,8,1,266.51,Credit Card,Address 6,Referral
2,2024-09-29,8,2,303.47,Apple Pay,Address 21,Referral
2,2024-10-14,8,3,438.85,PayPal,Address 8,Paid Ad
2,2024-10-20,8,3,141.88,PayPal,Address 22,Paid Ad
2,2024-10-31,8,2,885.62,Credit Card,Address 33,Organic
2,2024-11-20,8,2,688.81,Credit Card,Address 7,Referral
2,2024-12-18,8,1,163.77,PayPal,Address 32,Organic
2,2024-12-26,8,3,948.34,Apple Pay,Address 41,Referral
2,2024-12-29,8,1,703.39,Credit Card,Address 83,Organic
2,2025-01-15,8,2,205.49,Apple Pay,Address 38,Paid Ad
2,2025-01-20,8,1,432.56,Apple Pay,Address 72,Referral
2,2025-02-01,8,2,754.99,Credit Card,Address 33,Referral
2,2025-02-11,8,2,247.56,PayPal,Address 26,Referral
2,2025-02-20,8,1,966.72,Credit Card,Address 48,Organic
2,2024-03-02,9,1,452.01,PayPal,Address 23,Paid Ad
2,2024-03-04,9,1,305.01,Apple Pay,Address 23,Organic
2,2024-03-13,9,3,210.1,PayPal,Address 39,Organic
2,2024-03-29,9,1,927.95,PayPal,Address 65,Referral
2,2024-04-04,9,2,763.17,PayPal,Address 74,Organic
2,2024-04-08,9,3,977.18,Credit Card,Address 82,Organic
2,2024-04-23,9,2,473.32,PayPal,Address 57,Organic
2,2024-05-05,9,1,266.9,PayPal,Address 60,Referral
2,2024-05-07,9,2,516.45,PayPal,Address 19,Referral
2,2024-06-20,9,1,305.47,Credit Card,Address 61,Organic
2,2024-07-10,9,1,318.23,Apple Pay,Address 12,Organic
2,2024-07-28,9,2,935.89,PayPal,Address 90,Organic
2,2024-07-30,9,3,593.97,Credit Card,Address 72,Organic
2,2024-08-17,9,3,876.52,Credit Card,Address 54,Referral
2,2024-08-17,9,1,979.48,Apple Pay,Address 31,Organic
2,2024-08-18,9,1,390.44,PayPal,Address 78,Organic
2,2024-08-26,9,3,425.36,Apple Pay,Address 71,Organic
2,2024-09-09,9,1,169.5,PayPal,Address 100,Organic
2,2024-09-22,9,1,136.2,PayPal,Address 36,Organic
2,2024-10-02,9,3,431.93,PayPal,Address 82,Referral
2,2024-10-07,9,3,589.36,PayPal,Address 46,Organic
2,2024-10-13,9,2,512.19,Credit Card,Address 91,Paid Ad
2,2024-11-08,9,2,69.11,Apple Pay,Address 29,Organic
2,2024-11-09,9,3,513.74,Credit Card,Address 71,Organic
2,2024-11-13,9,1,738.99,PayPal,Address 94,Referral
2,2024-11-20,9,1,219.18,PayPal,Address 78,Paid Ad
2,2024-12-01,9,1,490.29,Apple Pay,Address 32,Paid Ad
2,2024-12-06,9,3,81.36,PayPal,Address 20,Organic
2,2024-12-07,9,2,395.5,Apple Pay,Address 54,Organic
2,2024-12-08,9,2,617.73,Apple Pay,Address 14,Organic
2,2024-12-12,9,2,494.34,PayPal,Address 15,Referral
2,2024-12-15,9,3,508.04,Apple Pay,Address 33,Paid Ad
2,2025-01-30,9,2,254.14,Credit Card,Address 50,Paid Ad
2,2025-01-31,9,2,959.15,Apple Pay,Address 44,Organic
2,2025-02-08,9,2,441.55,Apple Pay,Address 68,Referral
2,2025-02-16,9,3,94.53,PayPal,Address 45,Referral
2,2024-04-27,10,2,792.51,Credit Card,Address 24,Organic
2,2024-05-04,10,2,123.4,Credit Card,Address 28,Paid Ad
2,2024-05-12,10,2,271.56,PayPal,Address 16,Referral
2,2024-05-14,10,3,563.71,Credit Card,Address 14,Paid Ad
2,2024-06-20,10,1,527.32,Credit Card,Address 29,Referral
2,2024-06-26,10,3,219.5,PayPal,Address 36,Organic
2,2024-07-08,10,3,838.83,Credit Card,Address 2,Referral
2,2024-08-22,10,3,174.49,Credit Card,Address 3,Paid Ad
2,2024-08-25,10,3,284.92,Credit Card,Address 50,Organic
2,2024-09-08,10,1,658.89,PayPal,Address 5,Paid Ad
2,2024-09-12,10,3,927.87,PayPal,Address 4,Paid Ad
2,2024-09-18,10,3,192.35,PayPal,Address 99,Referral
2,2024-10-13,10,2,155.77,Credit Card,Address 13,Paid Ad
2,2024-10-15,10,3,793.3,PayPal,Address 91,Referral
2,2024-10-26,10,1,493.82,Credit Card,Address 92,Paid Ad
3,2024-03-28,1,2,458.07,Apple Pay,Address 71,Paid Ad
3,2024-04-02,1,1,752.07,Apple Pay,Address 2,Organic
3,2024-04-04,1,1,546.15,PayPal,Address 61,Organic
3,2024-04-11,1,2,517.36,Apple Pay,Address 86,Referral
3,2024-05-19,1,2,772.09,Apple Pay,Address 50,Paid Ad
3,2024-06-03,1,1,977.33,Credit Card,Address 9,Referral
3,2024-06-03,1,3,586.39,PayPal,Address 79,Organic
3,2024-07-11,1,3,143.9,Apple Pay,Address 95,Referral
3,2024-07-26,1,1,834.62,Credit Card,Address 98,Organic
3,2024-08-02,1,1,622.81,Credit Card,Address 21,Organic
3,2024-08-21,1,1,968.18,Credit Card,Address 51,Organic
3,2024-08-22,1,1,430.28,Credit Card,Address 64,Referral
3,2024-09-05,1,1,335.01,Credit Card,Address 45,Organic
3,2024-09-24,1,2,177.98,Apple Pay,Address 22,Organic
3,2024-10-04,1,2,591.72,PayPal,Address 1,Referral
3,2024-10-05,1,3,597.88,Credit Card,Address 17,Organic
3,2024-10-06,1,2,983.45,Apple Pay,Address 11,Paid Ad
3,2024-10-08,1,3,133.25,PayPal,Address 4,Organic
3,2024-10-17,1,1,958.52,Apple Pay,Address 60,Referral
3,2024-10-31,1,3,115.38,Credit Card,Address 40,Referral
3,2024-11-03,1,1,161.39,Credit Card,Address 2,Organic
